SHA256 Hash,XOR Keys,Campaign Date,Payload Family,Extracted Config,Extracted C2 info,Payload Campaign designator,Payload Mutex
37a5b1ebe01fca754b6878ae5040d7ebe179eaa7701fbe937888f5be1248e83d,5dsadas435235bgdsgdfbvb3253453425345gfdsgfdgdf,3/15/2024,Remcos,"{""c2"": [""fenvijsdfidfisdiodwhfuew.con-ip[.]com:1997""], ""port"": [], ""campaign"": ""FRIOO"", ""mutex"": ""Rmc-N75JY7"", ""non_standard"": {""c2_list"": ""fenvijsdfidfisdiodwhfuew.con-ip[.]com:1997:1\u001e"", ""botnet"": ""FRIOO"", ""connect_interval"": 1, ""enable_install_flag"": 0, ""enable_hkcu_run_persistence_flag"": 1, ""enable_hklm_run_persistence_flag"": 1, ""keylogger_maximum_file_size"": ""100000"", ""enable_hklm_policies_explorer_run_flag"": 0, ""install_parent_directory"": 8, ""install_filename"": ""remcos.exe"", ""enable_persistence_directory_and_binary_hiding_flag"": 0, ""enable_process_injection_flag"": 0, ""mutex"": ""Rmc-N75JY7"", ""keylogger_mode"": 1, ""keylogger_parent_directory"": 8, ""keylogger_filename"": ""logs[.]dat"", ""enable_keylogger_file_encryption_flag"": 0, ""enable_keylogger_file_hiding_flag"": 0, ""enable_screenshot_flag"": 0, ""screenshot_interval_in_minutes"": 10, ""enable_screenshot_specific_window_names_flag"": 0, ""screenshot_specific_window_names"": 0, ""screenshot_specific_window_names_interval_in_seconds"": 5, ""screenshot_parent_directory"": 6, ""screenshot_folder"": ""Screenshots"", ""enable_screenshot_encryption_flag"": 0, ""enable_audio_recording_flag"": 0, ""audio_recording_duration_in_minutes"": 5, ""audio_record_parent_directory"": 5, ""audio_record_folder"": ""MicRecords"", ""disable_uac_flag"": 0, ""logging_mode"": 0, ""connect_delay_in_second"": 0, ""keylogger_specific_window_names"": 0, ""enable_browser_cleaning_on_startup_flag"": 0, ""enable_browser_cleaning_only_for_the_first_run_flag"": 1, ""browser_cleaning_sleep_time_in_minutes"": 0, ""enable_uac_bypass_flag"": 0, ""install_directory"": ""Remcos"", ""keylogger_root_directory"": ""remcos"", ""enable_watchdog_flag"": 0, ""license"": ""0D8C3C4C423A1D4F37D3E60828A45BCF"", ""enable_screenshot_mouse_drawing_flag"": 0, ""tls_raw_certificate"": ""MIH/MIGmoAMCAQICEEXRPyHAU+i0XClFtLLozd0wCgYIKoZIzj0EAwIwADAiGA8xOTcwMDEwMTAwMDAwMFoYDzIwOTAxMjMxMDAwMDAwWjAAMFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAE3JPa5NStPTFSzUFC/z4jpiFtSaZQ8jxUCrV0voM1MzYrPuUAb8DbgKIv9FHrRNQW+oBWKmhn9D99WsPyGeVhgzAKBggqhkjOPQQDAgNIADBFAiBUcWvaxuUnpbxlhTmWEcnNtczlEXkRbUYoYCN+2VEZ1AIhALym5a5Ib2YXMN1rGi3FQzTjiXDMfTh6IufwChk8n/N9"", ""tls_key"": ""MHcCAQEEILUsPsd+8u6gorQ6vplb6DQet9vOAwT8PHYYn7RI4380oAoGCCqGSM49AwEHoUQDQgAE3JPa5NStPTFSzUFC/z4jpiFtSaZQ8jxUCrV0voM1MzYrPuUAb8DbgKIv9FHrRNQW+oBWKmhn9D99WsPyGeVhgw=="", ""tls_raw_peer_certificate"": ""MIIBADCBpqADAgECAhA1EEVwbinJOEquCzdLDyBzMAoGCCqGSM49BAMCMAAwIhgPMTk3MDAxMDEwMDAwMDBaGA8yMDkwMTIzMTAwMDAwMFowADBZMBMGByqGSM49AgEGCCqGSM49AwEHA0IABBDpkDyifvMvFU5G4T3X4NPgXSbjGygT9OXvKUN63IttHTejMFBes+ICPd+lF2i9ExWAYDh5oBbrexLrzNGdz3swCgYIKoZIzj0EAwIDSQAwRgIhAPHte18FxAxdCBRRd8kvfkylLF5k+QOnpkoeqXwRtdOWAiEA00CVbIQ6r4v8EeB0rQ5nIFgk+SYWWjNa+B3sBZoNlzY=""}}",fenvijsdfidfisdiodwhfuew.con-ip[.]com:1997,FRIOO,Rmc-N75JY7
37f4db3ec19120703cdfc716656e2af547088802c264bcaa34806cb4b2612d19,gasgff34534c,8/20/2024,JasonStealer,NONE,,,
3878a0e50206a6d660b7234483c9d79c8db99c23d2fc281f09435bee25edd577,MTGNSGNADS,7/3/2024,LummaStealer,"{""c2"": [""smallelementyjdui[.]shop"", ""prideconstituiiosjk[.]shop"", ""minorittyeffeoos[.]shop"", ""appetitesallooonsj[.]shop"", ""headraisepresidensu[.]shop"", ""tendencyportionjsuk[.]shop"", ""lineagelasserytailsd[.]shop"", ""sofaprivateawarderysj[.]shop"", ""sloganprogrevidefkso[.]shop""], ""port"": [], ""campaign"": ""pZNyA8--ALinh"", ""mutex"": """", ""non_standard"": {}}","smallelementyjdui[.]shop,prideconstituiiosjk[.]shop,minorittyeffeoos[.]shop,appetitesallooonsj[.]shop,headraisepresidensu[.]shop,tendencyportionjsuk[.]shop,lineagelasserytailsd[.]shop,sofaprivateawarderysj[.]shop,sloganprogrevidefkso[.]shop",pZNyA8--ALinh,
39a55348da6772b444792bb09282c7450010850442d6c00b7a8f04a9eaf96226,oEODf2tcOtc,10/25/2024,Remcos,"{""c2"": [""9238db8un3ifd32d3423fwdsx.ydns[.]eu:5023""], ""port"": [], ""campaign"": ""25==OCT--2024 NUEVO"", ""mutex"": ""Rmc-GTNQ3M"", ""non_standard"": {""c2_list"": ""9238db8un3ifd32d3423fwdsx.ydns[.]eu:5023:1\u001e"", ""botnet"": ""25==OCT--2024 NUEVO"", ""connect_interval"": 1, ""enable_install_flag"": 0, ""enable_hkcu_run_persistence_flag"": 1, ""enable_hklm_run_persistence_flag"": 1, ""keylogger_maximum_file_size"": ""100000"", ""enable_hklm_policies_explorer_run_flag"": 0, ""install_parent_directory"": 8, ""install_filename"": ""remcos.exe"", ""enable_persistence_directory_and_binary_hiding_flag"": 0, ""enable_process_injection_flag"": 0, ""mutex"": ""Rmc-GTNQ3M"", ""keylogger_mode"": 1, ""keylogger_parent_directory"": 8, ""keylogger_filename"": ""logs[.]dat"", ""enable_keylogger_file_encryption_flag"": 0, ""enable_keylogger_file_hiding_flag"": 0, ""enable_screenshot_flag"": 0, ""screenshot_interval_in_minutes"": 10, ""enable_screenshot_specific_window_names_flag"": 0, ""screenshot_specific_window_names"": 0, ""screenshot_specific_window_names_interval_in_seconds"": 5, ""screenshot_parent_directory"": 6, ""screenshot_folder"": ""Screenshots"", ""enable_screenshot_encryption_flag"": 0, ""enable_audio_recording_flag"": 0, ""audio_recording_duration_in_minutes"": 5, ""audio_record_parent_directory"": 1, ""audio_record_folder"": ""MicRecords"", ""disable_uac_flag"": 0, ""logging_mode"": 0, ""connect_delay_in_second"": 0, ""keylogger_specific_window_names"": 0, ""enable_browser_cleaning_on_startup_flag"": 0, ""enable_browser_cleaning_only_for_the_first_run_flag"": 1, ""browser_cleaning_sleep_time_in_minutes"": 0, ""enable_uac_bypass_flag"": 0, ""install_directory"": ""Remcos"", ""keylogger_root_directory"": ""remcos"", ""enable_watchdog_flag"": 0, ""license"": ""67AC5211C5815C7EFECCB748C0A1748F"", ""enable_screenshot_mouse_drawing_flag"": 0, ""tls_raw_certificate"": ""MIIBADCBpqADAgECAhA/bK072R8ULSeOSr5wUkeEMAoGCCqGSM49BAMCMAAwIhgPMTk3MDAxMDEwMDAwMDBaGA8yMDkwMTIzMTAwMDAwMFowADBZMBMGByqGSM49AgEGCCqGSM49AwEHA0IABA6VI2iU8kQnjaxGQYZ1oOLiaXXpoQjtj7hJtuy1r3G/TBrRcCL/wyrO0LmSJpiu7EB437pCrDvLOwjUeG7tMkYwCgYIKoZIzj0EAwIDSQAwRgIhAOSn37JeyD+DIWNHGE1xcYdm1RrQ8TT8hiLd9UIfm9uuAiEA7GC6L19W5lN5cfD3Rh2Ior++WuiLxQwnvw7H9AP/egA="", ""tls_key"": ""MHcCAQEEIJG09kVEQDINj8+wjHIe85JcOXQro5U9++N24NOCtOYMoAoGCCqGSM49AwEHoUQDQgAEDpUjaJTyRCeNrEZBhnWg4uJpdemhCO2PuEm27LWvcb9MGtFwIv/DKs7QuZImmK7sQHjfukKsO8s7CNR4bu0yRg=="", ""tls_raw_peer_certificate"": ""MIH/MIGmoAMCAQICED1NkqG7jUVs6UE+9lfC9FgwCgYIKoZIzj0EAwIwADAiGA8xOTcwMDEwMTAwMDAwMFoYDzIwOTAxMjMxMDAwMDAwWjAAMFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAECd6OUnfQld2gC9x8EQRhtR8SxJVg8oG9XKYRGj3Bl2o3nxXg5UX+DJrxL2ck0tBmDDoUhbl6AoiS4LqLq0jehDAKBggqhkjOPQQDAgNIADBFAiBPs4LgiRbRQ2McVsYAzfd/Q/h5nMAd2ZznwiDFiFSGBQIhANcDTxlBaY+lmnofU7TMD8RRqIs9H3Tqnu3QRNLrm6d0""}}",9238db8un3ifd32d3423fwdsx.ydns[.]eu:5023,25==OCT--2024 NUEVO,Rmc-GTNQ3M
3a45d80180a157ec0aa70298d5eef0cbc13740fcf6323f705bfc10525cb217a8,MTGNSGNADS,5/15/2024,LummaStealer,"{""c2"": [""smallelementyjdui[.]shop"", ""prideconstituiiosjk[.]shop"", ""minorittyeffeoos[.]shop"", ""appetitesallooonsj[.]shop"", ""headraisepresidensu[.]shop"", ""tendencyportionjsuk[.]shop"", ""lineagelasserytailsd[.]shop"", ""sofaprivateawarderysj[.]shop"", ""wastwfulldashiwnjs[.]shop""], ""port"": [], ""campaign"": ""JNrMLk--cript400"", ""mutex"": """", ""non_standard"": {}}","smallelementyjdui[.]shop,prideconstituiiosjk[.]shop,minorittyeffeoos[.]shop,appetitesallooonsj[.]shop,headraisepresidensu[.]shop,tendencyportionjsuk[.]shop,lineagelasserytailsd[.]shop,sofaprivateawarderysj[.]shop,wastwfulldashiwnjs[.]shop",JNrMLk--cript400,
3c5859206c81aaf8e9ae611f380aea0185dc67746410589b0ea77bc991c1d265,Edwardsigunecia,8/28/2024,JasonStealer,NONE,,,
3cdb3d9f4ea6e815270433385d7f8a1a4432aa18f11411cf7719fa58671f26ed,Aug222guAgu,10/4/2024,AstolfoLoader,NONE,,,
3d47f583cdcd3a9e04a33f93333dd38b382fd3b7c82cfc7e09cb8dad5beecfe7,,3/13/2024,Vidar,NONE,,,
3d7c57fd5e035b159d4f1460989924756a725db772787cf8ad67d543c510fe54,43423fdasfdasfa32143242,3/18/2024,WarzoneRat,"{""c2"": [""l34d3r.duckdns[.]org""], ""port"": [4047], ""campaign"": """", ""mutex"": """", ""non_standard"": {""warzone_id"": ""BBE9PTXBVB""}}",l34d3r.duckdns[.]org,,
3e6642f7100bb72137d68b5aa34a2d1f1a75722ab7d2b15987bbdeb84bc3265e,GGXGTGGCXTL,7/14/2024,Remcos,"{""c2"": [""127[.]0.0.1:2404""], ""port"": [], ""campaign"": ""RemoteHost"", ""mutex"": ""Rmc-52SPIJ"", ""non_standard"": {""c2_list"": ""127[.]0.0.1:2404:1\u001e"", ""botnet"": ""RemoteHost"", ""connect_interval"": 1, ""enable_install_flag"": 0, ""enable_hkcu_run_persistence_flag"": 1, ""enable_hklm_run_persistence_flag"": 1, ""keylogger_maximum_file_size"": ""100000"", ""enable_hklm_policies_explorer_run_flag"": 0, ""install_parent_directory"": 8, ""install_filename"": ""remcos.exe"", ""enable_persistence_directory_and_binary_hiding_flag"": 0, ""enable_process_injection_flag"": 0, ""mutex"": ""Rmc-52SPIJ"", ""keylogger_mode"": 0, ""keylogger_parent_directory"": 8, ""keylogger_filename"": ""logs[.]dat"", ""enable_keylogger_file_encryption_flag"": 0, ""enable_keylogger_file_hiding_flag"": 0, ""enable_screenshot_flag"": 0, ""screenshot_interval_in_minutes"": 10, ""enable_screenshot_specific_window_names_flag"": 0, ""screenshot_specific_window_names"": 0, ""screenshot_specific_window_names_interval_in_seconds"": 5, ""screenshot_parent_directory"": 6, ""screenshot_folder"": ""Screenshots"", ""enable_screenshot_encryption_flag"": 0, ""enable_audio_recording_flag"": 0, ""audio_recording_duration_in_minutes"": 5, ""audio_record_parent_directory"": 5, ""audio_record_folder"": ""MicRecords"", ""disable_uac_flag"": 0, ""logging_mode"": 2, ""connect_delay_in_second"": 0, ""keylogger_specific_window_names"": 0, ""enable_browser_cleaning_on_startup_flag"": 0, ""enable_browser_cleaning_only_for_the_first_run_flag"": 1, ""browser_cleaning_sleep_time_in_minutes"": 0, ""enable_uac_bypass_flag"": 0, ""install_directory"": ""Remcos"", ""keylogger_root_directory"": ""remcos"", ""enable_watchdog_flag"": 0, ""license"": """", ""enable_screenshot_mouse_drawing_flag"": 0, ""tls_raw_certificate"": ""MIH/MIGmoAMCAQICECyq0dC6qQr+Hv2V9QM3uqcwCgYIKoZIzj0EAwIwADAiGA8xOTcwMDEwMTAwMDAwMFoYDzIwOTAxMjMxMDAwMDAwWjAAMFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAEdrdLQy42Mpn3IIYRJ2M3+yF21CLyLrOnzJYt9pkS9tD25/19cz99/hh6XbCh/X6lkduGZSLQOrKNIRElI58SZTAKBggqhkjOPQQDAgNIADBFAiEAsNMXIJvWxp997X+wkfoZ+aNRQ/F+y4UKwth7Vn9PPnsCIEy6sU5zohMDu7YRBxvrBk12twTKU7msOfRjcZPv8XLQ"", ""tls_key"": ""MHcCAQEEIPh5Cln/kkGKIQHHvBEywdytsvdqHkePDPk5Ud/t9sAJoAoGCCqGSM49AwEHoUQDQgAEdrdLQy42Mpn3IIYRJ2M3+yF21CLyLrOnzJYt9pkS9tD25/19cz99/hh6XbCh/X6lkduGZSLQOrKNIRElI58SZQ=="", ""tls_raw_peer_certificate"": ""MIH+MIGmoAMCAQICEG3vLiwgsA2EwhiaFtqI9IQwCgYIKoZIzj0EAwIwADAiGA8xOTcwMDEwMTAwMDAwMFoYDzIwOTAxMjMxMDAwMDAwWjAAMFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAEwP4wsetvUB9BVeB5KGkhFjJJoBjHvOcr3civBrd7vSVCfdzC45I1JUkFbE/V0Cvr3Srw9Govd0OBlmaqWZM0ZjAKBggqhkjOPQQDAgNHADBEAiA+k1x/mgOuo3xlHJ81zNOx/7FqyAa+NzPTyQQOJVWDcAIgNOovDbZqGlCN19pFZjYwqJecVDlCfKe+1zDwKfkvYmw=""}}",127[.]0.0.1:2404,RemoteHost,Rmc-52SPIJ
3e6f8a670eb5507fb32d99c8e2ee8ac3dd3a03312793a3ce2c1cbb6eb69e3fd6,5dsadas435235bgdsgdfbvb3253453425345gfdsgfdgdf,2/27/2024,RisePro,"{""c2"": ""91[.]92.244.67:50500"", ""port"": [], ""campaign"": """", ""mutex"": """", ""non_standard"": {}}",91[.]92.244.67:50500,,
3e9dc00f7570354ba5099d43f1df7e6c6703632f24e57d8a58c5d0bbe1f61e4d,HONEYIAMHOME,4/20/2024,Remcos,"{""c2"": [""127[.]0.0.1:2404""], ""port"": [], ""campaign"": ""RemoteHost"", ""mutex"": ""Rmc-52SPIJ"", ""non_standard"": {""c2_list"": ""127[.]0.0.1:2404:1\u001e"", ""botnet"": ""RemoteHost"", ""connect_interval"": 1, ""enable_install_flag"": 0, ""enable_hkcu_run_persistence_flag"": 1, ""enable_hklm_run_persistence_flag"": 1, ""keylogger_maximum_file_size"": ""100000"", ""enable_hklm_policies_explorer_run_flag"": 0, ""install_parent_directory"": 8, ""install_filename"": ""remcos.exe"", ""enable_persistence_directory_and_binary_hiding_flag"": 0, ""enable_process_injection_flag"": 0, ""mutex"": ""Rmc-52SPIJ"", ""keylogger_mode"": 0, ""keylogger_parent_directory"": 8, ""keylogger_filename"": ""logs[.]dat"", ""enable_keylogger_file_encryption_flag"": 0, ""enable_keylogger_file_hiding_flag"": 0, ""enable_screenshot_flag"": 0, ""screenshot_interval_in_minutes"": 10, ""enable_screenshot_specific_window_names_flag"": 0, ""screenshot_specific_window_names"": 0, ""screenshot_specific_window_names_interval_in_seconds"": 5, ""screenshot_parent_directory"": 6, ""screenshot_folder"": ""Screenshots"", ""enable_screenshot_encryption_flag"": 0, ""enable_audio_recording_flag"": 0, ""audio_recording_duration_in_minutes"": 5, ""audio_record_parent_directory"": 5, ""audio_record_folder"": ""MicRecords"", ""disable_uac_flag"": 0, ""logging_mode"": 2, ""connect_delay_in_second"": 0, ""keylogger_specific_window_names"": 0, ""enable_browser_cleaning_on_startup_flag"": 0, ""enable_browser_cleaning_only_for_the_first_run_flag"": 1, ""browser_cleaning_sleep_time_in_minutes"": 0, ""enable_uac_bypass_flag"": 0, ""install_directory"": ""Remcos"", ""keylogger_root_directory"": ""remcos"", ""enable_watchdog_flag"": 0, ""license"": """", ""enable_screenshot_mouse_drawing_flag"": 0, ""tls_raw_certificate"": ""MIH/MIGmoAMCAQICECyq0dC6qQr+Hv2V9QM3uqcwCgYIKoZIzj0EAwIwADAiGA8xOTcwMDEwMTAwMDAwMFoYDzIwOTAxMjMxMDAwMDAwWjAAMFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAEdrdLQy42Mpn3IIYRJ2M3+yF21CLyLrOnzJYt9pkS9tD25/19cz99/hh6XbCh/X6lkduGZSLQOrKNIRElI58SZTAKBggqhkjOPQQDAgNIADBFAiEAsNMXIJvWxp997X+wkfoZ+aNRQ/F+y4UKwth7Vn9PPnsCIEy6sU5zohMDu7YRBxvrBk12twTKU7msOfRjcZPv8XLQ"", ""tls_key"": ""MHcCAQEEIPh5Cln/kkGKIQHHvBEywdytsvdqHkePDPk5Ud/t9sAJoAoGCCqGSM49AwEHoUQDQgAEdrdLQy42Mpn3IIYRJ2M3+yF21CLyLrOnzJYt9pkS9tD25/19cz99/hh6XbCh/X6lkduGZSLQOrKNIRElI58SZQ=="", ""tls_raw_peer_certificate"": ""MIH+MIGmoAMCAQICEG3vLiwgsA2EwhiaFtqI9IQwCgYIKoZIzj0EAwIwADAiGA8xOTcwMDEwMTAwMDAwMFoYDzIwOTAxMjMxMDAwMDAwWjAAMFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAEwP4wsetvUB9BVeB5KGkhFjJJoBjHvOcr3civBrd7vSVCfdzC45I1JUkFbE/V0Cvr3Srw9Govd0OBlmaqWZM0ZjAKBggqhkjOPQQDAgNHADBEAiA+k1x/mgOuo3xlHJ81zNOx/7FqyAa+NzPTyQQOJVWDcAIgNOovDbZqGlCN19pFZjYwqJecVDlCfKe+1zDwKfkvYmw=""}}",127[.]0.0.1:2404,RemoteHost,Rmc-52SPIJ
3ed1506c27dc92c44fd3b21fdcbd4c196e6190c4de6ec68a5ad2cfedca36e5ce,5dsadas435235bgdsgdfbvb3253453425345gfdsgfdgdf,3/27/2024,XenoRat,"{""c2"": ""0.tcp.ngrok[.]io"", ""port"": 10369, ""campaign"": """", ""mutex"": ""Xeno_rat_nd8912d"", ""non_standard"": {""EncryptionKey"": ""47DEQpj8HBSa+/TImW+5JCeuQeRkm5NMpJWZG3hSuFU="", ""delay"": 5000, ""DoStartup"": 2222, ""Install_path"": ""appdata"", ""startup_name"": ""nothingset""}}",0.tcp.ngrok[.]io,,Xeno_rat_nd8912d
406ef6e503a9b005af95d6813f239803535eb7d9dab5cac2516b6ae9e3848cce,MTGNSGNADS,5/3/2024,Unknown .NET Loader,NONE,,,
4103fed41f19837a4ac6f6d5c82e82f43c3bf141247e7cac410c4cd93847f969,Sep111peSpe,9/14/2024,HeartCrypt Developer Test Sample,NONE,,,
4237fb3fe85bf5f0c3c19c45ae85f76d0c527cb5d531736a1430f6f8eb10e54a,NACSKKETTAF,7/28/2024,Rhadamanthys,NONE,,,
42a098586b632e65c8b350bab9846eb0943c54ffc6f81c44b18f5d8e772fe36b,DOaEF1tcOtc,10/15/2024,HeartCrypt (Nested Payload),NONE,,,
